,Submission,Method Name,Method Type,Molecule ID,Formal Charge,Predicted pKa,Experimental pKa,Absolute Error
0,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-10,1,8.299999999999917,7.71,0.5899999999999173
1,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-12,-1,14.499999999999895,6.98,7.519999999999895
2,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-12,1,8.499999999999917,6.98,1.519999999999916
3,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-12,2,2.699999999999937,6.98,4.280000000000063
4,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-14,-2,13.599999999999898,7.27,6.329999999999899
5,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-14,-1,9.699999999999912,7.27,2.4299999999999127
6,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-14,1,8.599999999999916,7.27,1.3299999999999166
7,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-14,2,3.3999999999999346,7.27,3.870000000000065
8,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-15,1,3.899999999999933,2.54,1.3599999999999328
9,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-16,-2,12.099999999999904,5.1,6.999999999999904
10,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-16,-1,10.699999999999909,5.1,5.599999999999909
11,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-16,1,6.699999999999923,5.1,1.5999999999999233
12,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-17,-1,11.499999999999906,6.58,4.919999999999906
13,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-17,1,7.299999999999921,6.58,0.7199999999999207
14,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-18,-1,11.199999999999907,2.72,8.479999999999906
15,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-18,1,5.199999999999928,2.72,2.479999999999928
16,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-19,-1,6.699999999999923,4.93,1.7699999999999232
17,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-19,-1,6.699999999999923,6.99,0.2900000000000773
18,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-19,1,5.999999999999925,4.93,1.0699999999999257
19,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-19,1,5.999999999999925,6.99,0.9900000000000748
20,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-19,2,3.3999999999999346,4.93,1.530000000000065
21,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-19,2,3.3999999999999346,6.99,3.5900000000000656
22,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-1,-1,3.599999999999934,2.54,1.0599999999999339
23,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-1,-1,3.599999999999934,5.01,1.4100000000000659
24,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-1,1,-0.6000000000000512,2.54,3.140000000000051
25,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-1,1,-0.6000000000000512,5.01,5.610000000000051
26,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-20,-1,10.09999999999991,2.44,7.659999999999911
27,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-20,-1,10.09999999999991,11.44,1.3400000000000887
28,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-20,1,4.69999999999993,2.44,2.25999999999993
29,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-20,1,4.69999999999993,11.44,6.7400000000000695
30,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-20,2,0.199999999999946,2.44,2.240000000000054
31,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-20,2,0.199999999999946,11.44,11.240000000000054
32,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-21,-2,12.9999999999999,5.38,7.619999999999901
33,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-21,-1,8.599999999999916,5.38,3.2199999999999163
34,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-21,1,7.799999999999919,5.38,2.419999999999919
35,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-21,2,2.8999999999999364,5.38,2.4800000000000635
36,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-22,-1,12.499999999999902,3.36,9.139999999999903
37,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-22,1,5.499999999999927,3.36,2.1399999999999273
38,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-22,2,-0.9000000000000501,3.36,4.2600000000000495
39,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-23,-1,8.899999999999915,2.65,6.249999999999915
40,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-23,-1,8.899999999999915,9.02,0.12000000000008448
41,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-23,1,4.399999999999931,2.65,1.7499999999999312
42,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-23,1,4.399999999999931,9.02,4.6200000000000685
43,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-2,-1,3.899999999999933,4.41,0.5100000000000673
44,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-3,-2,7.299999999999921,4.0,3.2999999999999208
45,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-3,-1,3.299999999999935,4.0,0.700000000000065
46,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-3,1,-1.1000000000000494,4.0,5.100000000000049
47,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-4,-1,3.4999999999999343,5.77,2.2700000000000653
48,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-4,1,2.399999999999938,5.77,3.3700000000000614
49,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-5,-1,3.1999999999999353,3.92,0.7200000000000646
50,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-5,1,-1.6000000000000476,3.92,5.5200000000000475
51,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-6,-1,3.3999999999999346,4.17,0.7700000000000653
52,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-6,1,3.3999999999999346,4.17,0.7700000000000653
53,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-7,-1,11.899999999999904,6.63,5.2699999999999045
54,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-7,1,7.899999999999919,6.63,1.2699999999999187
55,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-8,1,1.7999999999999403,2.78,0.9800000000000595
56,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-9,-1,12.199999999999903,6.08,6.119999999999903
57,pKa-3DS-1,COSMO-RS one pKa fit,LFER,SAMPL8-9,1,7.699999999999919,6.08,1.6199999999999193
58,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-10,1,9.199999999999914,7.71,1.489999999999914
59,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-12,-1,14.299999999999896,6.98,7.3199999999998955
60,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-14,-2,5.099999999999929,7.27,2.170000000000071
61,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-14,-1,7.299999999999921,7.27,0.0299999999999212
62,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-15,1,6.999999999999922,2.54,4.459999999999922
63,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-16,1,8.599999999999916,5.1,3.4999999999999165
64,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-17,-1,4.199999999999932,6.58,2.3800000000000683
65,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-18,-1,4.999999999999929,2.72,2.2799999999999288
66,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-19,-1,9.199999999999914,4.93,4.269999999999914
67,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-19,-1,9.199999999999914,6.99,2.209999999999914
68,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-19,1,6.399999999999924,4.93,1.4699999999999243
69,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-19,1,6.399999999999924,6.99,0.5900000000000762
70,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-19,2,-1.200000000000049,4.93,6.130000000000049
71,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-19,2,-1.200000000000049,6.99,8.19000000000005
72,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-1,-1,4.59999999999993,2.54,2.0599999999999303
73,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-1,-1,4.59999999999993,5.01,0.4100000000000694
74,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-20,1,6.7999999999999226,2.44,4.359999999999923
75,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-20,1,6.7999999999999226,11.44,4.640000000000077
76,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-21,-2,19.399999999999878,5.38,14.019999999999879
77,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-21,-1,6.299999999999924,5.38,0.9199999999999244
78,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-22,-1,5.199999999999928,3.36,1.8399999999999284
79,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-23,-1,9.199999999999914,2.65,6.549999999999914
