,Molecule ID,Mean Error,Mean Absolute Error,Root Mean Squared Error
0,SAMPL8-1,0.8166666666666229,5.345000000000031,7.245977044769978
1,SAMPL8-2,1.7899999999999245,2.5966666666666343,3.382420238034644
2,SAMPL8-3,1.0666666666665954,1.633333333333305,1.937352144896008
3,SAMPL8-4,-0.6366666666667378,2.656666666666682,3.0617369797768976
4,SAMPL8-5,0.696666666666597,1.2766666666666397,1.6862384173063685
5,SAMPL8-6,-0.103333333333401,0.8233333333333531,1.030970416646378
6,SAMPL8-7,5.469999999999921,6.013333333333279,6.629798890866332
7,SAMPL8-8,0.08666666666660339,1.7666666666666604,1.9269319309894237
8,SAMPL8-9,5.669999999999921,6.396666666666611,6.876389556542912
9,SAMPL8-10,-0.7433333333334113,1.4366666666666885,1.615992986783493
10,SAMPL8-12,8.619999999999925,8.619999999999925,8.855378779777402
11,SAMPL8-14,3.246666666666576,3.246666666666576,4.15398202531812
12,SAMPL8-15,0.5933333333332689,1.9333333333333265,2.2466864489732186
13,SAMPL8-16,0.09999999999992859,1.600000000000018,1.856520042085899
14,SAMPL8-17,5.2699999999999045,6.063333333333261,6.704878820679675
15,SAMPL8-18,8.613333333333257,8.613333333333257,9.356552071498632
16,SAMPL8-19,0.5316666666665903,1.7816666666666592,2.453874487417779
17,SAMPL8-20,0.30999999999993705,1.8966666666666805,2.2357549060663886
18,SAMPL8-21,4.753333333333244,4.753333333333244,6.192985279060957
19,SAMPL8-22,9.606666666666586,9.606666666666586,10.32603182899083
20,SAMPL8-23,0.5566666666665908,1.2049999999999816,1.6939942935755599
